method,input_dim,scheme,threshold_ratio,ratio_val_acc,adc_bits,weight_bits,timesteps,val_acc,test_acc
maxpool_8x8,64,B,0.3,0.873,6,3,20,0.8204,0.834
maxpool_8x8,64,B,0.3,0.873,6,4,1,0.8432,0.8493
maxpool_8x8,64,B,0.3,0.873,6,4,3,0.8432,0.8494
maxpool_8x8,64,B,0.3,0.873,6,4,5,0.8432,0.8494
maxpool_8x8,64,B,0.3,0.873,6,4,10,0.8432,0.8494
maxpool_8x8,64,B,0.3,0.873,6,4,20,0.8432,0.8494
maxpool_8x8,64,B,0.3,0.873,6,6,1,0.8226,0.8377
maxpool_8x8,64,B,0.3,0.873,6,6,3,0.8226,0.8377
maxpool_8x8,64,B,0.3,0.873,6,6,5,0.8226,0.8377
maxpool_8x8,64,B,0.3,0.873,6,6,10,0.8226,0.8377
maxpool_8x8,64,B,0.3,0.873,6,6,20,0.8226,0.8377
maxpool_8x8,64,B,0.3,0.873,6,8,1,0.8212,0.837
maxpool_8x8,64,B,0.3,0.873,6,8,3,0.8212,0.837
maxpool_8x8,64,B,0.3,0.873,6,8,5,0.8212,0.837
maxpool_8x8,64,B,0.3,0.873,6,8,10,0.8212,0.837
maxpool_8x8,64,B,0.3,0.873,6,8,20,0.8212,0.837
maxpool_8x8,64,B,0.3,0.873,8,2,1,0.699,0.6826
maxpool_8x8,64,B,0.3,0.873,8,2,3,0.699,0.6826
maxpool_8x8,64,B,0.3,0.873,8,2,5,0.699,0.6826
maxpool_8x8,64,B,0.3,0.873,8,2,10,0.699,0.6826
maxpool_8x8,64,B,0.3,0.873,8,2,20,0.699,0.6826
maxpool_8x8,64,B,0.3,0.873,8,3,1,0.8238,0.8344
maxpool_8x8,64,B,0.3,0.873,8,3,3,0.8238,0.8344
maxpool_8x8,64,B,0.3,0.873,8,3,5,0.8238,0.8344
maxpool_8x8,64,B,0.3,0.873,8,3,10,0.8238,0.8344
maxpool_8x8,64,B,0.3,0.873,8,3,20,0.8238,0.8344
maxpool_8x8,64,B,0.3,0.873,8,4,1,0.8424,0.8515
maxpool_8x8,64,B,0.3,0.873,8,4,3,0.8424,0.8515
maxpool_8x8,64,B,0.3,0.873,8,4,5,0.8424,0.8515
maxpool_8x8,64,B,0.3,0.873,8,4,10,0.8424,0.8515
maxpool_8x8,64,B,0.3,0.873,8,4,20,0.8424,0.8515
maxpool_8x8,64,B,0.3,0.873,8,6,1,0.8242,0.8387
maxpool_8x8,64,B,0.3,0.873,8,6,3,0.8242,0.8387
maxpool_8x8,64,B,0.3,0.873,8,6,5,0.8242,0.8387
maxpool_8x8,64,B,0.3,0.873,8,6,10,0.8242,0.8387
maxpool_8x8,64,B,0.3,0.873,8,6,20,0.8242,0.8387
maxpool_8x8,64,B,0.3,0.873,8,8,1,0.8214,0.8369
maxpool_8x8,64,B,0.3,0.873,8,8,3,0.8214,0.8369
maxpool_8x8,64,B,0.3,0.873,8,8,5,0.8214,0.8369
maxpool_8x8,64,B,0.3,0.873,8,8,10,0.8214,0.8369
maxpool_8x8,64,B,0.3,0.873,8,8,20,0.8214,0.8369
maxpool_8x8,64,B,0.3,0.873,10,2,1,0.6988,0.6829
maxpool_8x8,64,B,0.3,0.873,10,2,3,0.6988,0.6829
maxpool_8x8,64,B,0.3,0.873,10,2,5,0.6988,0.6829
maxpool_8x8,64,B,0.3,0.873,10,2,10,0.6988,0.6829
maxpool_8x8,64,B,0.3,0.873,10,2,20,0.6988,0.6829
maxpool_8x8,64,B,0.3,0.873,10,3,1,0.8234,0.8349
maxpool_8x8,64,B,0.3,0.873,10,3,3,0.8234,0.8349
maxpool_8x8,64,B,0.3,0.873,10,3,5,0.8234,0.8349
maxpool_8x8,64,B,0.3,0.873,10,3,10,0.8234,0.835
maxpool_8x8,64,B,0.3,0.873,10,3,20,0.8234,0.835
maxpool_8x8,64,B,0.3,0.873,10,4,1,0.8416,0.8513
maxpool_8x8,64,B,0.3,0.873,10,4,3,0.8416,0.8513
maxpool_8x8,64,B,0.3,0.873,10,4,5,0.8416,0.8513
maxpool_8x8,64,B,0.3,0.873,10,4,10,0.8416,0.8513
maxpool_8x8,64,B,0.3,0.873,10,4,20,0.8416,0.8513
maxpool_8x8,64,B,0.3,0.873,10,6,1,0.824,0.84
maxpool_8x8,64,B,0.3,0.873,10,6,3,0.824,0.84
maxpool_8x8,64,B,0.3,0.873,10,6,5,0.824,0.84
maxpool_8x8,64,B,0.3,0.873,10,6,10,0.824,0.84
maxpool_8x8,64,B,0.3,0.873,10,6,20,0.824,0.84
maxpool_8x8,64,B,0.3,0.873,10,8,1,0.822,0.838
maxpool_8x8,64,B,0.3,0.873,10,8,3,0.822,0.838
maxpool_8x8,64,B,0.3,0.873,10,8,5,0.822,0.838
maxpool_8x8,64,B,0.3,0.873,10,8,10,0.822,0.838
maxpool_8x8,64,B,0.3,0.873,10,8,20,0.822,0.838
maxpool_8x8,64,B,0.3,0.873,12,2,1,0.6988,0.683
maxpool_8x8,64,B,0.3,0.873,12,2,3,0.6988,0.683
maxpool_8x8,64,B,0.3,0.873,12,2,5,0.6988,0.683
maxpool_8x8,64,B,0.3,0.873,12,2,10,0.6988,0.683
maxpool_8x8,64,B,0.3,0.873,12,2,20,0.6988,0.683
maxpool_8x8,64,B,0.3,0.873,12,3,1,0.823,0.8347
maxpool_8x8,64,B,0.3,0.873,12,3,3,0.823,0.8348
maxpool_8x8,64,B,0.3,0.873,12,3,5,0.823,0.8348
maxpool_8x8,64,B,0.3,0.873,12,3,10,0.823,0.8348
maxpool_8x8,64,B,0.3,0.873,12,3,20,0.823,0.8348
maxpool_8x8,64,B,0.3,0.873,12,4,1,0.8416,0.8515
maxpool_8x8,64,B,0.3,0.873,12,4,3,0.8416,0.8515
maxpool_8x8,64,B,0.3,0.873,12,4,5,0.8416,0.8515
maxpool_8x8,64,B,0.3,0.873,12,4,10,0.8416,0.8515
maxpool_8x8,64,B,0.3,0.873,12,4,20,0.8416,0.8515
maxpool_8x8,64,B,0.3,0.873,12,6,1,0.8246,0.8397
maxpool_8x8,64,B,0.3,0.873,12,6,3,0.8246,0.8397
maxpool_8x8,64,B,0.3,0.873,12,6,5,0.8246,0.8397
maxpool_8x8,64,B,0.3,0.873,12,6,10,0.8246,0.8397
maxpool_8x8,64,B,0.3,0.873,12,6,20,0.8246,0.8397
maxpool_8x8,64,B,0.3,0.873,12,8,1,0.8222,0.8379
maxpool_8x8,64,B,0.3,0.873,12,8,3,0.8222,0.8379
maxpool_8x8,64,B,0.3,0.873,12,8,5,0.8222,0.8379
maxpool_8x8,64,B,0.3,0.873,12,8,10,0.8222,0.8379
maxpool_8x8,64,B,0.3,0.873,12,8,20,0.8222,0.8379
pad32_zero_8x8,64,B,0.3,0.8775,6,2,1,0.8282,0.8346
pad32_zero_8x8,64,B,0.3,0.8775,6,2,3,0.8282,0.8346
pad32_zero_8x8,64,B,0.3,0.8775,6,2,5,0.8282,0.8346
pad32_zero_8x8,64,B,0.3,0.8775,6,2,10,0.8282,0.8346
pad32_zero_8x8,64,B,0.3,0.8775,6,2,20,0.8282,0.8346
pad32_zero_8x8,64,B,0.3,0.8775,6,3,1,0.8508,0.8578
pad32_zero_8x8,64,B,0.3,0.8775,6,3,3,0.8508,0.8578
pad32_zero_8x8,64,B,0.3,0.8775,6,3,5,0.8508,0.8578
pad32_zero_8x8,64,B,0.3,0.8775,6,3,10,0.8508,0.8578
pad32_zero_8x8,64,B,0.3,0.8775,6,3,20,0.8508,0.8578
pad32_zero_8x8,64,B,0.3,0.8775,6,4,1,0.857,0.863
pad32_zero_8x8,64,B,0.3,0.8775,6,4,3,0.857,0.863
pad32_zero_8x8,64,B,0.3,0.8775,6,4,5,0.857,0.863
pad32_zero_8x8,64,B,0.3,0.8775,6,4,10,0.857,0.863
pad32_zero_8x8,64,B,0.3,0.8775,6,4,20,0.857,0.863
pad32_zero_8x8,64,B,0.3,0.8775,6,6,1,0.8534,0.8643
pad32_zero_8x8,64,B,0.3,0.8775,6,6,3,0.8534,0.8643
pad32_zero_8x8,64,B,0.3,0.8775,6,6,5,0.8534,0.8643
pad32_zero_8x8,64,B,0.3,0.8775,6,6,10,0.8534,0.8643
pad32_zero_8x8,64,B,0.3,0.8775,6,6,20,0.8534,0.8643
pad32_zero_8x8,64,B,0.3,0.8775,6,8,1,0.8568,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,6,8,3,0.8568,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,6,8,5,0.8568,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,6,8,10,0.8568,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,6,8,20,0.8568,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,8,2,1,0.8298,0.8348
pad32_zero_8x8,64,B,0.3,0.8775,8,2,3,0.8298,0.8348
pad32_zero_8x8,64,B,0.3,0.8775,8,2,5,0.8298,0.8348
pad32_zero_8x8,64,B,0.3,0.8775,8,2,10,0.8298,0.8348
pad32_zero_8x8,64,B,0.3,0.8775,8,2,20,0.8298,0.8348
pad32_zero_8x8,64,B,0.3,0.8775,8,3,1,0.8488,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,8,3,3,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,8,3,5,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,8,3,10,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,8,3,20,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,8,4,1,0.8582,0.8636
pad32_zero_8x8,64,B,0.3,0.8775,8,4,3,0.8582,0.8636
pad32_zero_8x8,64,B,0.3,0.8775,8,4,5,0.8582,0.8636
pad32_zero_8x8,64,B,0.3,0.8775,8,4,10,0.8582,0.8636
pad32_zero_8x8,64,B,0.3,0.8775,8,4,20,0.8582,0.8636
pad32_zero_8x8,64,B,0.3,0.8775,8,6,1,0.8532,0.862
pad32_zero_8x8,64,B,0.3,0.8775,8,6,3,0.8532,0.862
pad32_zero_8x8,64,B,0.3,0.8775,8,6,5,0.8532,0.862
pad32_zero_8x8,64,B,0.3,0.8775,8,6,10,0.8532,0.862
pad32_zero_8x8,64,B,0.3,0.8775,8,6,20,0.8532,0.862
pad32_zero_8x8,64,B,0.3,0.8775,8,8,1,0.8584,0.8659
pad32_zero_8x8,64,B,0.3,0.8775,8,8,3,0.8584,0.8659
pad32_zero_8x8,64,B,0.3,0.8775,8,8,5,0.8584,0.8659
pad32_zero_8x8,64,B,0.3,0.8775,8,8,10,0.8584,0.8659
pad32_zero_8x8,64,B,0.3,0.8775,8,8,20,0.8584,0.8659
pad32_zero_8x8,64,B,0.3,0.8775,10,2,1,0.829,0.8342
pad32_zero_8x8,64,B,0.3,0.8775,10,2,3,0.829,0.8342
pad32_zero_8x8,64,B,0.3,0.8775,10,2,5,0.829,0.8342
pad32_zero_8x8,64,B,0.3,0.8775,10,2,10,0.829,0.8342
pad32_zero_8x8,64,B,0.3,0.8775,10,2,20,0.829,0.8342
pad32_zero_8x8,64,B,0.3,0.8775,10,3,1,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,10,3,3,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,10,3,5,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,10,3,10,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,10,3,20,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,10,4,1,0.8584,0.8641
pad32_zero_8x8,64,B,0.3,0.8775,10,4,3,0.8584,0.8641
pad32_zero_8x8,64,B,0.3,0.8775,10,4,5,0.8584,0.8641
pad32_zero_8x8,64,B,0.3,0.8775,10,4,10,0.8584,0.8641
pad32_zero_8x8,64,B,0.3,0.8775,10,4,20,0.8584,0.8641
pad32_zero_8x8,64,B,0.3,0.8775,10,6,1,0.8536,0.8625
pad32_zero_8x8,64,B,0.3,0.8775,10,6,3,0.8536,0.8625
pad32_zero_8x8,64,B,0.3,0.8775,10,6,5,0.8536,0.8625
pad32_zero_8x8,64,B,0.3,0.8775,10,6,10,0.8536,0.8625
pad32_zero_8x8,64,B,0.3,0.8775,10,6,20,0.8536,0.8625
pad32_zero_8x8,64,B,0.3,0.8775,10,8,1,0.8584,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,10,8,3,0.8584,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,10,8,5,0.8584,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,10,8,10,0.8584,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,10,8,20,0.8584,0.8661
pad32_zero_8x8,64,B,0.3,0.8775,12,2,1,0.8292,0.8343
pad32_zero_8x8,64,B,0.3,0.8775,12,2,3,0.8292,0.8343
pad32_zero_8x8,64,B,0.3,0.8775,12,2,5,0.8292,0.8343
pad32_zero_8x8,64,B,0.3,0.8775,12,2,10,0.8292,0.8343
pad32_zero_8x8,64,B,0.3,0.8775,12,2,20,0.8292,0.8343
pad32_zero_8x8,64,B,0.3,0.8775,12,3,1,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,12,3,3,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,12,3,5,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,12,3,10,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,12,3,20,0.849,0.8601
pad32_zero_8x8,64,B,0.3,0.8775,12,4,1,0.858,0.8642
pad32_zero_8x8,64,B,0.3,0.8775,12,4,3,0.858,0.8642
pad32_zero_8x8,64,B,0.3,0.8775,12,4,5,0.858,0.8642
pad32_zero_8x8,64,B,0.3,0.8775,12,4,10,0.858,0.8642
pad32_zero_8x8,64,B,0.3,0.8775,12,4,20,0.858,0.8642
pad32_zero_8x8,64,B,0.3,0.8775,12,6,1,0.8538,0.8627
pad32_zero_8x8,64,B,0.3,0.8775,12,6,3,0.8538,0.8627
pad32_zero_8x8,64,B,0.3,0.8775,12,6,5,0.8538,0.8627
pad32_zero_8x8,64,B,0.3,0.8775,12,6,10,0.8538,0.8627
pad32_zero_8x8,64,B,0.3,0.8775,12,6,20,0.8538,0.8627
pad32_zero_8x8,64,B,0.3,0.8775,12,8,1,0.8586,0.8662
pad32_zero_8x8,64,B,0.3,0.8775,12,8,3,0.8586,0.8662
pad32_zero_8x8,64,B,0.3,0.8775,12,8,5,0.8586,0.8662
pad32_zero_8x8,64,B,0.3,0.8775,12,8,10,0.8586,0.8662
pad32_zero_8x8,64,B,0.3,0.8775,12,8,20,0.8586,0.8662
pad32_replicate_8x8,64,B,0.3,0.875,6,2,1,0.8278,0.8343
pad32_replicate_8x8,64,B,0.3,0.875,6,2,3,0.8278,0.8343
pad32_replicate_8x8,64,B,0.3,0.875,6,2,5,0.8278,0.8343
pad32_replicate_8x8,64,B,0.3,0.875,6,2,10,0.8278,0.8343
pad32_replicate_8x8,64,B,0.3,0.875,6,2,20,0.8278,0.8343
pad32_replicate_8x8,64,B,0.3,0.875,6,3,1,0.8518,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,6,3,3,0.8518,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,6,3,5,0.8518,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,6,3,10,0.8518,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,6,3,20,0.8518,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,6,4,1,0.8512,0.8473
pad32_replicate_8x8,64,B,0.3,0.875,6,4,3,0.8512,0.8473
pad32_replicate_8x8,64,B,0.3,0.875,6,4,5,0.8512,0.8473
pad32_replicate_8x8,64,B,0.3,0.875,6,4,10,0.8512,0.8473
pad32_replicate_8x8,64,B,0.3,0.875,6,4,20,0.8512,0.8473
pad32_replicate_8x8,64,B,0.3,0.875,6,6,1,0.8602,0.8685
pad32_replicate_8x8,64,B,0.3,0.875,6,6,3,0.8602,0.8685
pad32_replicate_8x8,64,B,0.3,0.875,6,6,5,0.8602,0.8685
pad32_replicate_8x8,64,B,0.3,0.875,6,6,10,0.8602,0.8685
pad32_replicate_8x8,64,B,0.3,0.875,6,6,20,0.8602,0.8685
pad32_replicate_8x8,64,B,0.3,0.875,6,8,1,0.86,0.8688
pad32_replicate_8x8,64,B,0.3,0.875,6,8,3,0.86,0.8688
pad32_replicate_8x8,64,B,0.3,0.875,6,8,5,0.86,0.8688
pad32_replicate_8x8,64,B,0.3,0.875,6,8,10,0.86,0.8688
pad32_replicate_8x8,64,B,0.3,0.875,6,8,20,0.86,0.8688
pad32_replicate_8x8,64,B,0.3,0.875,8,2,1,0.8296,0.8336
pad32_replicate_8x8,64,B,0.3,0.875,8,2,3,0.8296,0.8336
pad32_replicate_8x8,64,B,0.3,0.875,8,2,5,0.8296,0.8336
pad32_replicate_8x8,64,B,0.3,0.875,8,2,10,0.8296,0.8336
pad32_replicate_8x8,64,B,0.3,0.875,8,2,20,0.8296,0.8336
pad32_replicate_8x8,64,B,0.3,0.875,8,3,1,0.8488,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,8,3,3,0.8488,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,8,3,5,0.8488,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,8,3,10,0.8488,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,8,3,20,0.8488,0.8608
pad32_replicate_8x8,64,B,0.3,0.875,8,4,1,0.8488,0.8496
pad32_replicate_8x8,64,B,0.3,0.875,8,4,3,0.8488,0.8496
pad32_replicate_8x8,64,B,0.3,0.875,8,4,5,0.8488,0.8496
pad32_replicate_8x8,64,B,0.3,0.875,8,4,10,0.8488,0.8496
pad32_replicate_8x8,64,B,0.3,0.875,8,4,20,0.8488,0.8496
pad32_replicate_8x8,64,B,0.3,0.875,8,6,1,0.857,0.8684
pad32_replicate_8x8,64,B,0.3,0.875,8,6,3,0.857,0.8684
pad32_replicate_8x8,64,B,0.3,0.875,8,6,5,0.857,0.8684
pad32_replicate_8x8,64,B,0.3,0.875,8,6,10,0.857,0.8684
pad32_replicate_8x8,64,B,0.3,0.875,8,6,20,0.857,0.8684
pad32_replicate_8x8,64,B,0.3,0.875,8,8,1,0.8606,0.8689
pad32_replicate_8x8,64,B,0.3,0.875,8,8,3,0.8606,0.8689
pad32_replicate_8x8,64,B,0.3,0.875,8,8,5,0.8606,0.8689
pad32_replicate_8x8,64,B,0.3,0.875,8,8,10,0.8606,0.8689
pad32_replicate_8x8,64,B,0.3,0.875,8,8,20,0.8606,0.8689
pad32_replicate_8x8,64,B,0.3,0.875,10,2,1,0.8286,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,10,2,3,0.8286,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,10,2,5,0.8286,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,10,2,10,0.8286,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,10,2,20,0.8286,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,10,3,1,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,10,3,3,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,10,3,5,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,10,3,10,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,10,3,20,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,10,4,1,0.8474,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,10,4,3,0.8474,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,10,4,5,0.8474,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,10,4,10,0.8474,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,10,4,20,0.8474,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,10,6,1,0.8582,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,10,6,3,0.8582,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,10,6,5,0.8582,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,10,6,10,0.8582,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,10,6,20,0.8582,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,10,8,1,0.8604,0.8683
pad32_replicate_8x8,64,B,0.3,0.875,10,8,3,0.8604,0.8683
pad32_replicate_8x8,64,B,0.3,0.875,10,8,5,0.8604,0.8683
pad32_replicate_8x8,64,B,0.3,0.875,10,8,10,0.8604,0.8683
pad32_replicate_8x8,64,B,0.3,0.875,10,8,20,0.8604,0.8683
pad32_replicate_8x8,64,B,0.3,0.875,12,2,1,0.829,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,12,2,3,0.829,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,12,2,5,0.829,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,12,2,10,0.829,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,12,2,20,0.829,0.8335
pad32_replicate_8x8,64,B,0.3,0.875,12,3,1,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,12,3,3,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,12,3,5,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,12,3,10,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,12,3,20,0.8498,0.8611
pad32_replicate_8x8,64,B,0.3,0.875,12,4,1,0.8472,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,12,4,3,0.8472,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,12,4,5,0.8472,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,12,4,10,0.8472,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,12,4,20,0.8472,0.8491
pad32_replicate_8x8,64,B,0.3,0.875,12,6,1,0.8578,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,12,6,3,0.8578,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,12,6,5,0.8578,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,12,6,10,0.8578,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,12,6,20,0.8578,0.8686
pad32_replicate_8x8,64,B,0.3,0.875,12,8,1,0.8598,0.8687
pad32_replicate_8x8,64,B,0.3,0.875,12,8,3,0.8598,0.8687
pad32_replicate_8x8,64,B,0.3,0.875,12,8,5,0.8598,0.8687
pad32_replicate_8x8,64,B,0.3,0.875,12,8,10,0.8598,0.8687
pad32_replicate_8x8,64,B,0.3,0.875,12,8,20,0.8598,0.8687
